aplikasinya sangat bermanfaat bagi warga jawa barat bisa akses data bayar pajakdll	positive
sistem nya lebih payah dari apk sebelum nya	negative
ga jadi download ah banyak yang komplen	negative
cukup bagus	neutral
msempermudah cek dan bayar pajak	positive
alhamdulillah mudah semakin dipermudah	positive
mantap lancar aplikasi na di bandingkan sambara	positive
woiiii apalikasi nya keberatan sering crasss disederhanakan isian konten didalam nya biar lancar	negative
kok d handphone gua gk kebuka yh  ngebleng hitam gitu kenapa yh	negative
cara cek pajak kendaraan gimana	neutral
sukses selalu	positive
warga jabar mah wajib boga lah	positive
sampurasun lur punteun yeuh ieu aplikasina teu tiasa dianggo kalah error kucap kicep jiga disco bade joget teh emut nuju shaum puntennya supados enggal di lereskeun deuiieu nitip bentangna hiji heula pami sae deui aplikasina dipasihan lagu bentang manglayang ti yayan jatnika	negative
jadi mudah sekali terimakasii	positive
sangat membantuterimakasih	positive
gak bisa dibuka	negative
baru mau coba mga bisa mudik gratis dishubjabar 2025	neutral
kenapa aplikasi blank hitam pada saat dibuka	negative
setelah di update ko malah tdk bisa cek kendaraan	negative
mantap semakin mudah apalagi bayar pajak kendaraan ga perlu ke cibinong jauh dari tenjo	positive
aplikasi buat warga jabar sangat bermanfaat	positive
kali ini saya kasih bintang 5menu menu untuk pajak kendaraan sudah tersediatermasuk pelepasan kepemilikan mantabbb	positive
sapa warga bagus	positive
mudah2an diakses	positive
aplikasinya masih perlu dikembangkan lagi	positive
mantap semoga amanah	positive
okelah	positive
ok	positive
tidak ada fitur lepas kepemilikannya	positive
assalamu alaikum kang admin mau tnya untuk sambara sendiri pngesahan stnk sudah dkirimkan atau masih harus pengesahan ke kantor samsat soalnya tahun kmarin saat pengesahan saya di anjurkan ke kantor samsat yg sesuai domisili motor oleh bapak polisinya smbil ngedumel tapi ttep di kasih stempel stnk saya tahun ini klo masih bgtu gpp kan klo sya cuma bayar kwjiban saya za tnpa harus sya sahkan stnknya abis ribet jauh pula terima kasih admin	neutral
sangat membantu terimakasih	positive
nunggu verifikasi lewat email lamanya minta ampun	negative
aplikasi yang bagus	positive
sudah bayar online masih harus disuruh ke samsat terdekat untuk stempel lah terus ngapain saya bayar online kalau ujung2nya masih disuruh ke samsat terdekat	negative
ada berapa sih app sapawarga ini ko tidak ada buat mudik gratisnya	neutral
sangat membatu bbanget	positive
skarang ada opsen yang harus dibayar sangat memberatkan bagibyang mau byar pajak	positive
fitur blokir kenapa dihilangkan	positive
alhamdulillah barusan ana bayar pajak mobil pakai aplilasi ini ternyata beneran bisa ada buktinya jadi setelah bayar nanti akan mumcul file pdf eskkp seperti stnk baru gitu terimakasih	positive
kadang suka lemot tapi top	positive
maaf admin mau tanya sy mau bayar pajak onlen tapi ktp tidak nempel apa nanti pas pengesahan stnk akan jadi masalah	positive
mantap bagus	positive
mana fitur lepas kendaraannya jangan jawab hotline2 jabar digital service ga bisa perbaiki aja aplikasinya	negative
fitur lepas kepemilikan kendaraan kemarin2 dalam perbaikam entah sudah berapa lama dan sekarang malah hilang fiturnya wkwkwkwkw parah parah	negative
oke	positive
saya download ini tujuannya mau blokir kendaraan karena lihat tutor di youtube tp setelah di download ternyata tidak bisa karena fitur untuk blokir kendaraan tidak ada kumaha iye	negative
untuk opsi pelepasan kendaraan sudah tidak tersedia diaplikasi ini apakah ada alternatif lain yg secara online mohon infonya segera ya saya baca dikolom komentar tanggapan admin kepertanyaanpertanyaannya hanya sampurasun	negative
situs resmi pemerintah  sekalinya update combo maintenance bisa bertahun tahun nih kayanya hadeuhhh  padahal programer dan it di indonesia pada jago jago  harusnya sih sesegera mungkin di benahi	negative
fitur blokir stnk lepas kepemilikan kendaraan sekarang apa sudah tidak ada  apa sekarang harus datang ke samsat untuk blokir stnk	positive
udh sya edit ulasan nya  smoga lancar trus ini aplikasinyaaa  kmren kesel sempet eror susah pembayaran pajak	positive
mantap di kritik responnya cepat semoga kedepan sapawarga lebih baik lagi dan menjadi aplikasi yg bermanfaat untuk kepentingan warga jabar	positive
gak bisa login dan gak bisa pake fitur lupa password	negative
fitur melepas kepemilikan kendaraan nya kemana min	positive
ga ada fitur lepas kendaraan sekarang	negative
bagus	positive
untuk lepas kepemilikan kendaraan sekarang gak ada padahal kemarin masih maintenance	negative
shortcut lepas kepemilikan kok menghilang sejak update atau tepatnya setelah masa perbaikan berakhir lalu bagaimana caranya kalau mau lepas kepemilikan lewat aplikasi pls info	neutral
sangat membatu	positive
sangat membantu pokoknya ok	positive
aneh banget nih aplikasi nungguin menu blokir kendaraan yang katanya dalam perbaikan eh skrg malah ga da hilang menunya sekelas provinsi bikin aplikasi gini amat	negative
simple mundak untuk masalah pajak kendaraan	positive
ini kenapa yaa mau blokir kepemilikan motor jadi ga ada sebelum nya ada tpi ga bisa karna eror dan sekarang mau pemblokiran stnk di cari jdi ga ada sihh	negative
sekarang dari aplikasi ini tidak bisa blokir kendaraan yg sudah tidak pada kitahilang	negative
buruk karna tidak ada fitur hapus atau blokir kendaraan seperti yang versi sebelumnya	negative
sebelum nya ada masalah di bagian pelepasan kendaraan bermotor karena sisitemnya tidak bisa di akses dwngan alasan sedang ada perbaikan tapi setelah aplikasi di update ternyata menu pelepasan kendaraan sudah ditiadakan dikira setelah di update fiturnya upgrade ternyata downgrade	negative
sudah daftar tpi mau log in malah ngga bisa	negative
kenapa sekarang gak ada menu lepas kepemilikan	neutral
sudah senang aplikasi nya update tp malah kecewa liat menu lepas kepemilikan nya hilang entah kemanatolong batuan nya kendaraan saya sudah di jual saya ingin blokir takut terjadi hal yang tidak diinginkan	negative
manta	positive
sangat membantu	positive
sangat membantu saya bagus sekali	positive
untuk kecamatan bojong gede kab bogortolong dong dikembalikan untuk pembayaran pajak jgn dimasukin depok samsat kabupaten bogor deket dr rumah bayar pajak kedepokjadi kaya orang bego	negative
ciri khas aplikasi  situs yg dikembangkan pemerintah klo ga ada urusannya sama layanan pajak males banget pake	negative
ampun pak haji aplikasi na lemot pisan	negative
bagus	positive
aplikasi ini sangat membantu sekali	positive
anggaran doang gede server busuk ke ampas	negative
sangat membantu untuk cek pajak tapi aplikasi ya sering sekali error	neutral
menyesal downlod masa perbaikan lepas kepemilikan dah perbulan bulan di tunggu tetap aja belom bisa juga maaf pak admind otewe hapus lagi ga guna soalnya	negative
jelek	negative
lepas kendaraan udah berbulan bulan tidak bisa diakses	negative
kenapa tidak bisa digunakan layar hitamcrash	negative
tidak bisa di buka	negative
mau lepas kepemilikan masih maintenance aja gimana si	negative
bagus	positive
auto uninstal  g ada manfaat	negative
min admin  kenapa sistem lepas kepemilikan kendaraan selalu ga bisa yaaa  padahal sblm nya thn 2024 ga ada masalah loh  kenapa skrg jadi masalah begini sistem nya  tolong dong perbaiki permudah masyarakat jangan di persulit  sistem nya di perbaiki jangan cuma diliatin  dan tolong di jadikan juga perhatian  semua untuk masyarakat  bukan begitu	negative
aplikasi yang sangat bagus dan bermanfaat hanya butuh pemeliharaan yang berkomitmen dalam program jemput bola apbd jabar dan amanah dalam pengembangan aplikasinya dan bersinergi dengan aparatnya dalam operasional pencetak stnknya bukan mempersulit karena aplikasi ini sudah mempermudah masyarakat dalam pengembangan teknologi salam jabarjuara	positive
ko gak bisa bayar pajak motor si	negative
bagus bagus	positive
sebelumnya gak ada kendala sekarang mau cek pajak kendaraan malah keterangan nunggak pajak padahal saya bayar pajak terus dan jumlahnya juga ngaco tidak sesuai perincian tolong diperbaiki kembali  gimana mau bayar pajak kalo masih dipersulit  masyarakat jadi malas kalo caranya seperti itu	negative
sangat bermanfaat buat warga jabar	positive
tolong di percepat perbaikan pelayanannya yg untuk melepas kepemilikan kendaraan	positive
sdh gk berguna	negative
mantul	positive
ini aplikasi di buat tujuanya biar apa sih heran masih aja ada di playstore masak maintenance ampe sekarang nggak bisa2 di buka padahal awalnya sangat membantu  bukanya yg namanya upragrade itu supaya lebih baik tapi ini hbis di upgrade mlh nggak bisa di pakai  kocak emang	negative
kurang akurat perbaikannya lama ga beres beres mau berkembang apa engga ini aplikasinya kalo engga hapus aja dari playstore	negative
masa di scrol2 tapi tampilan ga berubah2	negative
g bisa di buka payah	negative
app sapawarga paraaaaahhhh gak bisa di buka	negative
barusan bayar via sapa warga dan ngambil stnk di techno masya allah ribet banget padahal eskpp sudah ada diliatin bukti lunas dari sudahdimintain lagi bukti bayar dari bank habis dikasih bilang nomor transaksi gag bisa di cek gag bisa terus ujug2 manggil lagi katanya sdh ok alasan nya pembayaran pending padahal dh bayar sehari sebelumnya terus fungsi aplikasi untuk mempermudah dimana klo dilapangan dibikin sulit	negative
ok	positive
coba untuk kebaikan pajak jual beli motor seken	positive
bagus utk warga jabar	positive
ini gimna min ko apk masih belum bisa di pakai	negative
hi admin kok lama sekali  utk fitur lepas kepemilikan nya  msh dalam perbaikan saja kenapa  pdhal hal ini sgt membantu sekali krn keterbatsan wkt dan tempat tdk bs dtg ke samsat mohn sgera secepat mgkn perbaikannya diselesaikan semoga sukses selalu terima kasih	positive
mantap  cepat dan akurat	positive
kenapa ya sistem nya klo mau lepas kendaraan atau blokir error mulu	negative
payah	negative
tidak bisa di buka	negative
sangat membantu sekali	positive
mau lepas kepemilikan motor malah sedang perbaikan entah sampai kapan bintang 1	negative
kok tidak bisa cek pajak klo hurup blakang nya yang masih satu hurup	negative
dengan adanya aplikasi ini sebenarnya membantu meringankan saya ngurusbayar pajak kendaraan tapi sayangnya lebih sering error setiap sudah bayar berikutnya error ngga bisa download eskkp nya jadinya tetep harus datang ke samsat induk sama juga boong	negative
alhamdulilah registasi nya berhasiljadi bisa lihat biyaya pajak dan bisa nyiapin uang nyamakasih sapawarga	positive
tolong lebih di cepat kan lagi apk nya masa apk sebagus ituh patah kecewa banget	neutral
susah di buka nya	negative
lumayan sangat membantu	positive
mau bikin akun nya aja gak bisamuncul notif tidak terhubung ke server koploook	negative
mohon agar segera proses perbaikan aplikasi di percepat  karna mau urus blokir kendaraan jadi menunggu terimakasih	positive
sampaikan kapan perbaikanmau lepas kendaraan ga bisa	negative
aplikasi dibuka malah blank hitam	negative
pembayaran pajak kendaraan lebih mudah	positive
ini tidak ada kode bayar min	negative
tidak usah ngantri berjam	positive
	positive
kenapa ya sekarang aplikasi ini tidak bisa dibuka ngebleng	negative
sangat membantu	positive
klu buka menu lepas kepemilikan nya masihdalam perbaikan	neutral
sangat baik	positive
saya mau lepas kepemilikan kendaraankenapa setiap hari perbaikan sistem terus	neutral
udah sebulan tetep gk bisa digunakan lepas kepemilikan kendaraan	negative
kenapa di versi terbaru tidak bisa lepas kepemilikan kendaraan	negative
bagus	positive
lepas kepemilikan dalam perbaikan melulu gak kelar2 sudah brpa lama perbaikan terus	negative
baguslah ada sarana seperti ini sebagai bentuk transparansi government kepada publik	positive
alhamdulillah	positive
ok	positive
bermanfaat	positive
untuk lepas kepemilikan knp msh dlm perbaikan	positive
tolong perbarui	positive
oke	positive
keren bgt aplikasinya pajak langsung bisa bayar sebelum telat hari h bisa juga reservasi wisata jabar dari aplikasi ini keren jawa barat	positive
kenapa ya kalau aplikasi punya pemda banyak bugnya	negative
gak akurat banget saya salah satu pebisnis jual beli motor merasa tertipu saya cek pajak sebelum di beli 17 juta tapi di saat di beli motornya dan di isiin ke samsat menjadi 27 juta selisihnya sampai 1 juta keuntungan gak seberapa tapi kalo kayak gini malah jadi rugi bukannya untung	negative
mau lepas kepemilikan kendaraan kok masih dalam perbaikan aja sistem nya	negative
pertahankan	positive
mantap	positive
bug di xiaomi poco x3 ketika membuka aplikasi langsung force close	negative
lebih simplehemat waktunggak usah antribisa kapan sajawalau kita sedang dimanapun	positive
sayang sekali untuk total jumlah pembayaran pajak di aplikasi ini tidak sesuai	negative
cukup baik untuk memberikan imfo cepat	positive
mau verifikasi no hp susah sekali tolong di bantu admin	positive
baru mau coba sapawarga ko msh sering loadingapa jaringan kedepan lebih bagus lagi	positive
saya kena tilang etletapi pas mau di buka link nya malah tidak bisatrus di stnk milik pertama tapi knapa pas di cek di aplikasi jadi milik ke 5sungguh aneh	negative
sampai kapan beberapa fitur dlm perbaikan bisa digunakan kembali	negative
mantao	positive
sangat bagus apk ini	positive
min untuk pemblokiran kendaraan masih belum mohon perbaiki	positive
selayaknya aplikasi buatan pemerintah apa sih yang mau diharapkan  mau buka aplikasi aja blank putih terus padahal jaringan stabil bar penuh 5g lagi buka shopee aja aplikasi berat bisa main genshin impact lancar buka sapawarga ke homepage nya aja ga bisa	negative
bagus mengurangi antrian di loket	positive
tidak bisa ke aplikasi lepas ke pemilikan dsini tertulis milik 1 pas keluar stnk milik 2 al hasil kena progresif ini yg belom update samsat apa aplikasinya ya mau blokir ngga bisa	negative
gak bisa di buka anehh	negative
pemblokiran kendaraan blm bisa bisa juga	positive
bagus	positive
mau ngecek apapun skrg jdi mudah	positive
sayang ini kebutuhan masarakat g d maksimalkan perbaiki dong	positive
ok	positive
udah 2 kali pake aplikasi ini buat byr pajak kendaraan tapi tetap gagal pdhal kode byr  no va udh ada pas mau transaksi d atm no kode tidak tersediabyr di alfa  indomaret tetep ga bisa sapawarga ga ada di link pembyaran mreka blm siap ky nya msk ke era digital aplgi 50	negative
aplikasi online sama ribetnya dengan layanan offline sering error ga anehh sih hidup di negara konoha	negative
fitur lepas kendaraan nya kapan selesai diperbaiki nya	neutral
bayar online bayar online ujung ujungnya masih harus dateng ke samsat juga	negative
ini kapan beres perbaikan pada fitur lepas kepemilikan kalau sudah nanti saya ganti lagi jadi b5	negative
siapa	positive
udah semingguan aplikasinya gk bisa digunain mau bayar pajak juga susah	negative
sangat membantu	positive
aplikasi sangat membantu memudahkan pembayaran pkb secara online terima kasih	positive
oembayaran lebih cepat dan mudah hebring lah pokonamah	positive
tingkatkan terus	positive
fitur lepas kepemilikan kapan selesai perbaikan	negative
lepas kendaraan dalam perbaikan terus sampai kapan itu	negative
sama kayak aplikasi sambara gak bisa di gunakan	negative
udah bikin akun sijuara tapi ga bisa dibuka	negative
apakah setelah bayar lewat aplikasi ini untuk surat2 bisa dikirim ke alamat pemilik	positive
bismillah semoga banyak kemudahan untuk kebaikan dan kemaslahatan	positive
suka errol	positive
lumayan mudah penggunaan nya	positive
menu lepas kepemilikan sedang perbaikan terus kapan beresnya	negative
membantu	positive
udah lebih dari 2 minggu aplikasi eror tidak bisa melakukan pembayaran pajak heran mau bayar pajak aja sulit aplikasi buang2 uang dari pajak	negative
sangat membantu terimakasih kita bayar pajak di permudah	positive
kapan semua fitur nya bisa di pergunakan lagi soalnya untuk fitur lepas kepemilikan kendaraan dan pajak 5 tahunan belum bisa di pergunakan	neutral
menu blokir kendaraan tidak bisa dipakai sdh sangat lama tanpa kejelasan deadline kapan nih selesai perbaikannya	neutral
mau lepas kepemilikan kendaraan tapi masih dalam perbaikan terus sudah mau 2 minggu boleh segera cepat2 di perbaiki	neutral
sangat cepat untuk ngecek kendaran bermotor	positive
menu lepas kepemilikan tidak bisa di acces sampai kapan perbaikannya	negative
apk ini lama ga d pake pas mau masuk apk jd hrus masuk dri awal lagi padahal dulu udah masuk email id lengkap knpa hrus mulai dari awal lg  apk ribet ga kya dulu wktu msih apk sambara ga ribet mskpun lama ga d pake tp tetap msih gmpang masuk apk	negative
aplikasi burik sudah bayar pkb e skpp nya ga ada	negative
ini kenapa menu lepas kepemilikan dalam perbaikan terus ya kapan selesai nya saya mau lepas kepemilikan kendaraan yg sudah di jual supaya tidak kena progresif	neutral
maintenance lepas kepemilikan kendaraanya lamaaa banget	negative
min kenapa setiap lepas kepemilikan itu selalu gabisa dibuka keterangannya selalu sistem dalam perbaikan sampe kapan kira kira perbaikan selesainya	neutral
menurut sy aplikasi nya masih ada kekurangan admin whatsapp hotline sy tanya sudah 4 hari tapi tidak ada jawaban masih lebih baik pakai apk signal setelah pembayaran pajak dokumen bisa dikirim ke alamat rumah	negative
terus aja dalam perbaikan setiap hari mau blokir kendaraan	negative
aplikasi jelek banget banyak hang bug byk layanan engga bisa di gunakan	negative
maintenance lama bgt ga beres2 padahal duit pajak negara bukan main tapi team itnya sekelas ikan teri	negative
sangat membantu	positive
sangat membantu	positive
lepas kepemilikan dari awal bulan sampai saat ini belum bisa digunakan	neutral
tdk bisa coneksitas	positive
bayar pajak online tetap saja harus ke samsat sama aja bohong	neutral
lama banget maintenacenya udh 4 minggu nih saya mau pakai lepas kepemilikan kendaraan tpi gk selesaiselesai maintenancenya butuh berapa lama untuk maintenance untuk apa aplikasi klo saya harus ke samsat lagi	negative
aplikasi abis pembaruan maintain lama banget kek lg pada kondangan aja pihak aplikatornya	negative
sangat membantu	positive
masih banyak fitur yg di perbaiki mau melepas kepemilikan selalu tidak bisa buka link atau situs nya sekarang serba online seharus nya pihak samsat lebih bisa mengunakan sistem it yg lebih canggih lagi supaya masyarakat bisa lebih mempermudah mengurus segala keperluan nya	negative
min perbaikan kapan selesainya ya jdi nggk bsa bayar atau cek pajak	neutral
aneh ini aplikasi niat pengen cek pajak eh malah dalam perbaikanlucu ini aplikasi mending ga usah gabung dengan sapa warga bedakan saja daripada susah seperti ini	negative
kok aplikasia sekarang udh g bsa ngcek pajak lagih sh	negative
setelah update menu yg berkaitan dg pajak kendaraan jadi error semua dalam perbaikan sdh ada bbrp warga yg complain hal yg sama tp ga ada respon tp kalau ada comment positif langsung di respon admin	neutral
maintenance gaberes beres	negative
sampai kapan maintenance nya pak	negative
kenapa sekarang aplikasi ini pada bagian cek pajak kendaraan lain nya tidak bisa di buka	positive
baik sekali	positive
sangat membantu sekalii	positive
useless ttp harus ke samsat dan tetep ngantri juga sudah bayar via tokped tp eskkp ga terbit juga	negative
kok masih dalam perbaikan sudah hampir 2 minggu ini gk bisa cek pajak kendaraan	negative
jelek ga ne gaa jelas	negative
dikitdikit aplikasinya selalu dlm perbaikan ampun dah sulit banget pengen jadi warga yang taat pajak	negative
maintenance kok lama aneh	negative
mau bayar pajak tapi kaga bisa dalam perbaiki kapan ini bisa nya udah telat bayar jadinya	negative
mau bayar ko engga bisa sih pesan errornya mohon maaf layanan sedang cut off begitu terus dari kemarin	neutral
aplikasi abis pembaharuan masa gak bisa dipake lagi lucu nih aplikasi masa mau ngecek plat kendaraan atau blokir kendaraan gak bisa ada tulisan dalam perbaikan terus  sudah 1 minggu lebih gitu terus aplikasinya  tau kaya gitu mending tak usah di perbarui aplikasinya	negative
apaan sih ini lebih banyak error dalam perbaikan sampai berhari hari tim it ijasah tembak kali jadinya gini	negative
mau bayar tulisannya perbaikan mulu	negative
banyak repot nya gangguan bae	positive
aplikasi eror katanya lagi perbaikan tapi admin wa nya ga komunikatif uang udh di tf tapi blm berubah status nya dan deadline tgl 12 januari kalo lewat saya kena denda dong plis banget bantuannya karna uangnya ga sedikit makasih	negative
kenapa perbaikan sistemnya lama banget berhari blm selesai juga	negative
mau cek pajak tapi di aplikasi sedang perbaikan udah berapa harijadi gabisa tolong min infonya	negative
baru memakai ada perbaikan mulu yg gak tau kenapa sebabnya dan gak bs untuk pakai cek cek unit lagi	negative
terlalu sering perbaikanlama lagi	negative
ok	positive
dalam perbaikan wae tuhhh	negative
aplikasi layanan masyarakat koq cut off terus apa gk di monitor ini aplikasi ya	negative
ijin min hari2 ini sapawarga ko prbaikan terus gk bisa cek pajak sampe kapan bisa aktip lagi yach	positive
sapawarga kenapa woy ini nggk bisa mgecek eror terus dalam perbaikan terus  saya mau kerja jadi susah	neutral
layanan sedang cut off	neutral
terlalu sering perbaikan	neutral
minmau bayar pajak kok dalam perbaikan terus ya	positive
masi perbaikan kah	positive
dikit dikit perbaikan  selalu perbaikan  gimana mau taat pajak kalo begini	negative
banyak membantu sekali untuk tukang jual beli	positive
dalem perbaikan trus	negative
dengan adanya aplikasi ini sangat membantu masyarakat khususnya yg berkebutuhan layanan yg di inginkan	positive
dikarenakan aplikasinya tida bisa kebuka paswaktu bayar tagihan pajak jadi saya kasih bintang 1	negative
tolongaplikasi sambara jangan di satuin sama aplikasi sapawarga	negative
bintang 3 dulu kecuali stnk nya bisa di kirim lwt paket jadi tidak perlu ke samsat lagi klo masih perlu ke samsat ya percuma juga hrs izin2 kerja lagi	neutral
blum bagus pelayanannya krn bayar pajak via aplikasi sapawarga gk kluar laporan eskkp nyapadahal udah bayar via tokopedia transaksi berhasil di tokopedia tp di aplikasi sapawarga tidak ada laporan alhasil uang saya nyangkut di esamsat	negative
kapan min pembayaran lewat virtual account aktif terlanjur pakai pembayaran lwt virtual account pd aplikasi ternyata blm aktif	neutral
sudah bayar melalui bjb mobile tapi di aplikasi belum selesai selesai malah masih harus bayar	negative
percuma bisa bayar online tapi untuk fisik pengesahan stnk nya tetap harus datang ke samsat gak bisi di kirim lewat paket	negative
aplikasi gak jelaspembayaran di e comerce berhasiltapi pebayaran di sambara belum masuk2tahun bayar online gada masalah baru kali ini di bikin susahterus saya mesti minta ganti dwit k siapa kalo transaksinya ngambang ginicsnya juga gak jelas gimana ceritanya pelayanan online tapi jam kerjanya kantoran hadehhhhd samsat banyak calo di online sistem uda bagus malah di bikin gak jelassemoga orang yang suka mempersulit orang lain cepat di berikan hidayah	negative
ka kenapa ya saya udah melakukan pembayaran dari aplikasi sapawargalewat alfa tpi kenapa ke samsatnya slalu gangguan gak bisa diproses	negative
ok membantu	positive
tolong di cepetin untuk perbaikan cek pajak nya soal nya urgent	positive
udah berhasil bayar pkb udah ada struk juga tapi kodebayar dan tagihan masih belum hilangganti status sampai waktu kode bayar habis lapor ke hotline wa sambara juga gak ada jawabandibaca padahal udah chat ulang di jam kerja	negative
aplikasi apaan ini masa tinggal mau bayar pajak lewat online malah nggak bisa keluar kan qris mohon dong jgn dibuat ribet	negative
min knapa di menu penghapusan kendaraan masih perbaikan terus sampai kapan itu sdh beberapa hari mau pake fitur ga bisa	neutral
semoga semakin bermanfaat	positive
mantap	positive
untuk fitur lepas kepemilikan kapan bisa digunakan kok keterangannya masih dalam perbaikan sistem terus	negative
tolongdong hapus pajak 5 tahun buat ojol pickup	negative
sapawarga sangat jelek lebih bagus sambara sangat kecewa terlalu banyak bagiannya	negative
kok sistem dalam perbaikan trus padahl udah bberap kali di coba knpa susah kali blokir kepemilikan tolong apa yang salah dan jelaskan	negative
sangat membantu untuk pembayaran pajak kendaraan	positive
memudahkan untuk bayarpajak	positive
haturnuhun minsangat membantu aplikasinya	positive
ko gabisa melakukan transaksi ya pas mau bayar	negative
kenapa tidak bisa lanjut ke pembayaran	neutral
mau dftr masukin no hp tdk bisa masuk keterangan nomor tdk validpdhl nomor aktfpayah	negative
menu lepas kendaraan ko mantenen terus ya kenapa ya	neutral
kenapa saya mau blokir kepemilikan selalu gabisa dalam perbaikan terus	neutral
mau bayar pajak di sambara gabisa mohon maaf layanan sedang cut off	negative
aplikasi kaga siap udah di launching mau bayar kaga bisa qris kaga bisa payah	negative
aplikasi ngak guna mau bayar pajakdi persulit	negative
saya sudah melakukan pembayaran pajak motor dg kode bayar tapi status masih proses waktupun terus berjalan saya mau komplenpun ga bisa ini gimana	negative
masalah pelepasan blokir kendaraan sangat tidak akurat nyatanya pas pengambilan kendaraan baru progresif dan kepemilikan kendaraan masih adadan diaplikasi pelepasan kendaraan sukses	neutral
sudah bayar tapi di status pembayaran gagal	negative
good aplikasi topsangat membantusaya dapat mengetahui berapa jumlah pajak kendaraan yg harus di bayar	positive
saya uninstal aplikasinya gak bisa dipake gak bisa masukin no kendaraan	negative
layanan cut off terus apa sebabnya coba	negative
untuk kota medan belum ada ya sayang bnget padahal bagus aplikasinya	positive
ga bisa di pake apk nya mau bayar ga bisa lewat mbangking ga bisa	negative
belum bayar tapi keterangan nya sukses gimana sih	negative
mohon dipercepat perbaikan pajak kendaraan bermotor di aplikasi nya kak lama proses	neutral
ok	positive
ini aplikasinya khusus daerah jawa aja kah	neutral
kenapa pas buka bank sampah selalu force close kak	positive
mau tanya dongbisa tidak fisik wajib pajaknya di kirim lewat paketjadi kita tidak perlu ke samsat	positive
ada yg tau maslahnya apa ketika mau bayar pajak thunan kendaraan pas motor lancar kenapa pas mobil selalu ada pembertahuan nik tidak sesuaipadahal sudah sesuai semuajd pusinggg	neutral
ok cek dan bayar pajak tahunan gak ribet proses blokir kendaraan juga bisa tidak perlu repotrepot datang ke kantor samsat	positive
masa gak muncul pajak kendaraan nya kok bisa eror beginian	negative
buat jateng apa ya apk nya	positive
sangat membantu unutk pembayaran pajak kendaraan online	positive
susah download	negative
baik	positive
apakah di aplikasi sapawarga bisa mutasi kendaraan	positive
aplikasinya eror bos masa kotak nopol cuman 2 kolom kan susah mau ngecek nya maaf saya hapus	negative
sangat membantu	positive
aplikasi setingkat provinsi sering error sdm nya kmn  perbaiki atuuh	negative
kemudahan dalam genggaman	positive
masih aja kebanyakan sarat sampai kapan bayar pajaka kebanyakan sarat tinggal bayar sesuai data unit dpt duit lancar inget lah gak bayar pajak gak dosa rakyat cuman mau bantu meringankan beban negarakenapa masih saja kebanyakan syarat nyumbang kok kbanyakan sarat	negative
sebagai wni yg baik taat bayar pajak untuk kemaslahatan bangsa dan negarahusus mudahnya pkbtidak antri lama simple	positive
proses lepas kendaraan karena dijual sangat cepat jadinya saya ga kena progresif saat bayar pajak motor	positive
pengajuan ganti ktp di cuekin buat apa apk ini	negative
aplikasi payah masa bayar pjk motor hrus dteng ke samsat buat ngesahin ini online apa offline tolol yg mau byar pjk online ma jangan dah percuma hrus dtng ke samsat	negative
aplikasi yg sangat bagus membantu banget untuk warga jawa barat saya udah dua kali blokir motor yg sdh saya jual tanpa harus ke samsat cukup dengan satu aplikasi ini kerennnn	positive
ok	positive
ok	positive
sangat sanga membantu terima kasih	positive
sangat membantu dan tida kena pungli	positive
aplikasi bosokgk bisa dibuka pake wifibanyak program2 gk penting diluar pkbtampilan menyusahkan	negative
aplikasi yang sangat bermanfaat	positive
coba dulu	neutral
download skkp gagal mulu gak bisa kesimpen	negative
mudah d akses tenggang waktu pembayaran kecepetan	positive
terbaik ga perlu repot ke kantor via online sudah beres trimakasih	positive
banyar nya gampang nunggu hijang ngasih tau udah bayar nya lama banget nunggu setengah jam baru bisa di pijit	neutral
mantab	positive
good	positive
baru mencoba	positive
pengalaman pakai aplikasi sapawarga waktu blokir kendaraan bermotor sangat cepat dan gak ribet prosesnya juga cepat terima kasih	positive
aplikasi sapawarga bagus sangat mendukung untuk masyarakat yg mempunyai kendaraan	positive
iya	positive
bagus banget ini aplikasi pemerintah membantu masyarakat good job	positive
aplikasi tidak bergunatidak jelaspemblokiran kendaraan sudah sampe 3 langka gagal terusujung2 nya harus datang ke samsat juga	negative
kalau ada fitur bayar pajak ada sistem nabung dulumencicil supaya tidak berat pas bayar langsung	negative
kece min bank sampah daerah ciwidey kok belum ada	positive
	positive
bagus	positive
kalo bisa mah masalah bank sampah di tambah kan lagi ke tiap kecamatan biar rata semuanya ini masa kecamatan subang g ada gitu aja si dari saya mah udah bagus apk nya mantap sih jabar juara	negative
sangat membantu pisan	positive
sumpahh aku mau nangis banget tau apk ini gak ribet kek apk sebelah terus kita bisa bayar pajak kendaraan lain cuma pake nik si pemilik kendaraan jadi memudahkan bangettt	positive
mau ubah metode bayar bayar pajak kendaraan malah ngeblank saya coba di hp lain juga sama solusinya gimana	positive
mantaf	positive
buat apa ada pembayaran pajak online kalau harus bawa ktp atas nama yg punya kendaraan lagi kalau gitu bawa ktp aja bayar di samsat 2 kali kerjaa	negative
kendala nik saya tidak sesuai  sudah diulang berkalikali masih aja dibilang tidak sesuai tolong minnnn	neutral
lebih cepat	positive
sudah bayar pajak secara online tetapi untuk pengesahannya kita tetap harus ke samsat terus buat apa di adainnya apk ini  kita tetap harus ke samsat juga untuk pengesahannya	negative
bugus sekali membantu untuk pengecekan plat nmr	positive
mantap sangat membantu bagi masyarakat jawa barat keren	positive
