tanggal,suka,komentar
2024-10-09 05:20:14,0,Ampun Samsat cibadak 3 jam antri masih nunggu berkas mau cek pisik
2024-10-09 02:18:12,0,Berguna
2024-10-08 10:56:51,0,"Saya baru saja bayar pajak kendaraan saya di aplikasi ini,saldo gopay saya terpotong,dan saya cek transaksi di aplikasi ini bertuliskan GAGAL. Bagaimana ini ???? Kenapa transaksi gagal padahal Saldo saya sudah tertransfer ke anda."
2024-10-08 06:01:10,50,"Buat ngecek pajak kendaraan bermotor, dan sekarang pajak motor sudah berhasil di hapus dan dipindahtangankan ke yg memakai motor. Karena surat-suratnya ada di orang yang pakai, jadi saya tidak perlu lagi laporan wajib pajak kendaraan"
2024-10-08 03:41:58,0,Apknya bagus udah jgn banyak di rubah lg
2024-10-08 01:49:05,0,Membantu dan memudahkan
2024-10-07 14:51:20,0,keren ini
2024-10-07 11:22:35,0,Ko Bogor Barat gak keluar cibungbulang ?
2024-10-07 10:33:59,0,Mudah Di Gunakan Aplikasinya
2024-10-07 08:51:35,0,"Tidak bisa verifikasi akun. Sudah chat ke hotline jabar, disuruh pada halaman verifikasi akun klik kirim email verifikasi akun, sedangkan di aplikasi tidak ada pilihan verifikasi akun. Trus gimana caranya??"
2024-10-06 10:08:03,0,"Ok...mntaap,akurat...mksh ..."
2024-10-06 01:11:51,0,Bagus sangat membantu
2024-10-04 21:24:59,0,Good
2024-10-03 16:11:42,0,Bagus utk mengecek pajak kendaraan
2024-10-03 08:30:14,0,"Buat apa bayar online tp tetep ambil stnk ke samsat,,knpa gak stnk nya yg udh ada diaplikasi,,maksudnya bayar online biar gak ribet² ke samsat krna tglnya jauh,,tlong diperbaiki soal stnk yg di apkikasi"
2024-10-02 15:12:11,0,beruntung sekali...data nik tidak memiliki kendaraan samasekali...
2024-10-02 12:58:01,0,Mempermudah untuk bayar pajak kendaraan. Cuman ada kekurangan saat siang hari proses pembayaran lambat.
2024-10-02 08:31:13,0,Susah buka pjak jrang tersambung kesabara
2024-10-02 05:45:54,0,Udh beberapa hari ini ga bisa di akses
2024-10-02 05:42:02,0,Apk gangguan mulu ga bisa kepake .
2024-10-02 05:23:08,0,aplikasinya gangguan terus
2024-10-02 04:27:42,0,server susah di akses... mo bayar pajak aja susah ngecek gak nongol... (server sibuk). seperti di paksakan ini
2024-10-02 03:15:50,0,sampah
2024-10-02 01:38:38,8,Mohon maaf ya. Bolak balik cek untuk pembayaran pajak kendaraan bermotor ga bisa sama sekali.. munculnya sistem error. Aplikasinya mohon di perbaiki karena buang-buang waktu🙏sudah dicoba tidak bisa buat cek pajaknya juga
2024-10-02 01:15:27,0,Cuma ngecek info pajak aja loading nya minta ampun.. kenapa belakangan ini jadi lemot gini aplikasinya
2024-10-01 15:42:51,16,"Mampus lah bayar online biar permudah eh malah sama aja di persulit harus datang ke samsat foto copy ini itu buat validasi!! Hey pemerintah jabar, kalau emang mau serba online itu permudah bukan sama aja persulit datang ke samsat!! Tau samsat banyak calo dan banyak oknum polisi yang sengaja persulit atau lempar sana sini jika ditanya!! Buat kebijakan jika sudah bayar online cukup print dan ada QR biar jika tilang polisi tinggal scan bukti QR!!!!! Banyak buzzer bilang bagus trnyta sama aja."
2024-10-01 14:23:34,0,Sering di salah gunakan demi kepentingan pribadi... Harusnya cantumkan 5 nomor rangka akhir setiap cek nopol demi menjaga data pribadi org.
2024-10-01 11:46:03,0,aplikasi tolol
2024-10-01 11:44:59,0,Sistem down mau perpanjang malah gangguan
2024-10-01 11:43:35,0,Aplikasi BANGKE LOADING TERUS TIAP HARI!!!!
2024-10-01 11:39:26,0,"mau bayar pajak kendaraan error terus gabisa di cek buset, kalo belum siap digitalitasi gausah di paksain kak 🙏🏻"
2024-10-01 11:33:43,0,Cek pajak malah ga bisa anehh
2024-10-01 11:20:29,0,"Aplikasi apaan mau nge cek pembayaran aja susah, ko tiap hari gangguan server nya percuma dong di instal kalo menuhin memori doank payah ni APK"
2024-10-01 11:19:22,0,"Susah banget mau cek pajak, gangguan server mulu. Mendingan dulu sambara misah aman"
2024-10-01 11:09:25,0,"Cek pajak kendaraan lain gaa bisa², Cuma muter² doang"
2024-10-01 10:51:48,0,Pelayanan sangat buruk sistem bukannya diperbaiki malah nge lage dan coba terus
2024-10-01 10:12:47,0,Server gangguan terus bnerin napa
2024-10-01 09:17:50,0,Sangat membantu
2024-10-01 08:12:54,0,Mantap
2024-10-01 08:06:07,0,Aduh iye aplikasi gara gara Aya pemutihan pajak JD teu bisa muka muka.hai min kumaha iye urusan na ? Apa ulah Sina nyarahoeun bahwa Aya program pemutihan iye
2024-10-01 07:30:11,0,Banyak gangguannya mau bayar pajak motor doang
2024-10-01 07:13:55,0,KENAPA SERING GANGGUAN MAU BAYAR PAJAK
2024-10-01 07:02:04,0,Gangguan terus susah di akses nya
2024-10-01 06:41:51,0,Mulai eror gak akurat
2024-10-01 06:21:01,0,Mau bayar pajak ngeleg mulu nih apk.. bisa bantu gak sih
2024-10-01 05:37:05,1,Pak ini aplikasi lagi gangguan kah saya mau bayar pajak tapi enggak bisa masuk terus
2024-10-01 04:24:52,0,Sangat membantu dan sangat baik👍👍👍
2024-10-01 04:19:52,0,Error
2024-09-30 23:49:43,0,Mantap sangat berguna
2024-09-30 03:41:36,0,Tambahkan lagi fitur untuk aduan sekolah... Agar meminimalisir adanya pungli
2024-09-29 03:44:53,0,"Alhamdulillah, ada aplikasi untuk memudahkan warga"
2024-09-29 02:31:02,0,"Sangat membantu untuk keberlangsungan warga kota Bandung, dan banyak informasi juga"
2024-09-29 01:56:50,0,Aplikasi yang memudahkan untuk aduan layanan masyarakat Jawa Barat
2024-09-29 00:37:05,0,Bermanfaat
2024-09-29 00:33:58,0,Bagus
2024-09-29 00:29:48,0,Bagus
2024-09-27 14:16:57,0,Sangat membantu
2024-09-27 07:50:29,1,"Sy pengguna sambara dari pertama kali launching, belum pernah mendapat kendala. Ini kok bermasalah. Kode bayar selalu gagal untuk transaksi."
2024-09-27 00:57:15,0,"biar bintang saja yang berbicara, ada buat di PC ga Instalasinya min?"
2024-09-26 08:44:05,2,"Hapus kepemilikan ga ngaruh, sebulan yg lalu hapus data kendaraan yg sudah dijual Baru kmaren beli kendaraan masih kena progresif kepemilikan ke 2 Padahal di aplikasi sapawarga sudah dihapus"
2024-09-26 05:48:42,0,"Aplikasi yg sangat bermanfaat bagi masyarakat banyak. Alhamdulillah,bisa bayar pajak secara online tanpa harus capek² ke Samsat.👍"
2024-09-26 03:50:16,0,Beban aplikasi bagusan sambara
2024-09-25 08:28:06,0,sangat membatu
2024-09-25 06:39:11,0,bayar pajak untuk gaji pejabat
2024-09-25 06:39:11,0,Keren pisan euy...... Blokir stnk nya cepet pisah. Juara lah jabar super.
2024-09-25 06:32:49,0,Mantap Semoga tambah berkembang lebih baik dan benar² mengayomi masyarakat JABAR
2024-09-24 15:09:44,0,Lemot
2024-09-24 11:38:02,0,Gak jelas. Aplikasi belum 100℅ siap. Pas klok. Bang siapah 5 detikcom. Hilng aneh gim amai cri bank smapah sekitaran kota bandung?? 🤔🤔🤔🤦‍♂️🤦‍♂️🤦‍♂️👎👎👹👹👹😡😡
2024-09-24 02:38:16,0,"Gagal terus daftar,aneh"
2024-09-24 00:54:36,0,Bagus 👍👍
2024-09-24 00:33:07,0,Pusing
2024-09-23 06:33:43,29,"Mau Log in sekarang ga bisa, ganti password proses selesai, tp ga juga bisa log in. Udah kembalikan saja fungsi Sambara, saya butuhnya cuma buat bayar pajak kendaraan. Jangan dipaksain semuanya jadi 1 aplikasi kalau SDM & Fasilitas Pendukung belum siap"
2024-09-23 06:31:29,0,Udah daftar pas mau masuk email tidak sesuai trus gimna dong bantuan nya
2024-09-23 06:22:14,0,Susah login padahal sebelumnya bisa pake akun google saya
2024-09-23 05:39:50,0,susah buat akun sapawarga
2024-09-23 03:02:30,0,"Alhamdulillah saya sangat senang berada di desa celeng no. 03 kecamatan Juntinyuat,Karena Pelayanan warga dan pihak terkait saling bahu membahu dan tolong menolong dalam pelayanan publik misalnya saya sendiri ingin memperpanjang no plat kendaraan bermotor dan saya mendaatkan informasi dari keluarga saya,sekian terimakasih."
2024-09-22 13:46:16,0,Belum kami gunakan karna hari libur
2024-09-22 08:52:28,6,"Kak, sudah beberapa hari ini mau masuk aplikasi dengan akun google tidak bisa, baik itu dengan link ke google maupun diisi secara manual user dan passnya. Sebelumnya aman2 saja, tidak ada trouble. Dan ini kenapa Wilayah Jabar tidak ada Program Pemutihan (Bebas Bea Balik Nama Kendaraan) untuk Mutasi Masuk ke wilayah Jawa Barat, khususnya di Bekasi?"
2024-09-22 03:34:37,0,Ini baru mantao
2024-09-22 01:03:54,0,Saran aja agar adain fitur perpanjang SIM online untuk menghindari pungli dari para oknum.
2024-09-21 14:50:30,9,"Ceritanya ini aplikasi pembayaran online, tp pembayaran hanya bisa dilakukan di hari dan jam kerja, diluar itu tidak bisa (cut off). Kirain bisa bayar kapan saja karena sudah online. :D"
2024-09-21 11:11:39,0,Bagus
2024-09-21 03:08:12,0,"Kenapa harus daftar 2 aplikasi untuk bayar pajak padahal bisa dibuat jadi 1, mau bayar dapet notif terdapat kesalahan pada sistem terus"
2024-09-21 02:27:02,0,Bagus
2024-09-21 02:02:48,2,Hari ini saya coba cek plat no koq tidak muncul ya. Tertulis terdapat kesalahan sistem ketika memperoleh hasil penetapan nomial pajak. Tolong di perbaiki karena mau bayar pajak.
2024-09-21 01:40:53,0,Susah Log in
2024-09-20 22:26:20,0,Pertahankan dan lanjutkan perbaikan truss
2024-09-20 15:07:00,19,"Saya udah melakukan pembayaran perpanjangan pajak lewat aplikasi tp knp untuk pengeSAHan nya harus ke samsat,gmn buat orang yg gk cukup waktu buat ngurus perpanjangan trus fungsinya bikin aplikasi ini BUAT APAAN klo ujung-ujungnya kita tetep di arahin buat ke kantor samsat. Bukan nya mempermudah malah mempersulit kocak"
2024-09-20 10:53:49,0,Sangat membantu untuk memprediksi biaya yang akan dibayarkan.
2024-09-20 05:37:06,0,Mempermudah pembayatan pajak
2024-09-19 22:49:52,0,tidak banyak membantu
2024-09-19 22:39:17,0,sangat bagus
2024-09-19 22:36:15,0,Info tunggakan pajak
2024-09-19 20:48:40,1,Sangat membantu
2024-09-19 15:00:56,0,Online koq masih aja pakai fotocopy segala. Indonesia ketinggalan 350tahun dari Tiongkok
2024-09-19 11:47:43,4,"Sangat membantu biar lebih sadar akan bayar pajak juga lebih praktis pembayarannya gak harus desak2 d kantor pelayanannya,,menghemat waktu"
2024-09-19 11:40:04,0,Mantap
2024-09-19 06:56:05,0,"Sambara mending sendiri lagi ajah jangan gabung sapa warga kaga jelas!! Pembayaran engga bisa lewat indomart dicari dipencarian sapawarga&sambara gada, dulu waktu masih sendiri sambara lebih gampang satset"
2024-09-19 06:38:26,0,manrap
2024-09-19 06:05:33,0,"Aplikasi yang sangat membantu warga jabar, Tolong Pemerintah pusat Bantu Support nya demi kemajuan Aplikasi"
2024-09-18 18:39:10,0,Susah bikin akun.. Masukin no hp..g bisa 2.. No hp g aktif katanya.. Padahal udah 15 tahun punya no hp ini wadohhhhh
2024-09-18 10:05:18,0,kenapa sekarang tidak bisa login dan buat cek pajak kendaraan ... Kalau langsung website bapenda bisa Mohon infonya admin
2024-09-18 05:59:27,1,Suruh bayar pajak tapi di bikin ribet pantas aja bnyk yg ogah bayar pajak orang prosedur ny ribet bgt🤣🤣🤣
2024-09-18 05:47:01,0,"aplikasi kurang aman rentan kebocoran data, bagaimana bisa terdapat pesan penipuan mengatasnamakan bank tertentu setelah saya mendaftar pada aplikasi ini"
2024-09-18 05:18:30,0,Keren Banget Blokir No Plat Kendaraan cukup pake aplikasi ini aja langsung kelar kaga pake lama dan kaga perlu ke samsat 👍👏👏👏
2024-09-16 12:06:17,4,Parah pakai banget input data sudah beberapa kali gagal total terus padahal sudah sesuai KTP. Masih jauh lebih baik dan enak pakai SAMBARA TIDAK ADA KENDALA.Langsung wae UnInstall.
2024-09-16 09:34:28,0,Good
2024-09-16 01:18:09,3,"Ini tuh bayar online tapi pengambilan offline ya. Jadi kalo kaya saya yg lagi d luar provinsi udah bayar tetep aja harus ke samasat jawa barat. Udh gtu persyaratan nya harus bawa semua dokumen termasuk BPKB dll. Malah makin ribet ga si? . Kirain Bayar online, lihat status , stnk jadi, kemudian d kirim ke kota tujuan. Èeh kalo harus ke jabar mah mending langsung aja"
2024-09-15 17:24:37,0,Blokir motor disini ajee
2024-09-14 14:55:19,0,Sapawarga Mantul👍🏻
2024-09-14 12:40:42,0,Ini hanya untuk warga Jabar saja kah?
2024-09-14 08:01:41,0,Aplikasinya ngebantu cuman kadang-kadang suka gak bisa ngecek
2024-09-14 00:40:06,0,"Saya baru saja bayar pajak kendaraan bermotor lewat Sambara, apakah nanti STNK nya akan di kirim?"
2024-09-13 05:29:30,0,Lebih baik daripada sambara
2024-09-12 01:48:24,0,GzE😄🧑‍🚀💆👩‍❤️‍💋‍👨👩‍❤️‍💋‍👨👩‍❤️‍💋‍👨👨‍❤️‍💋‍👨💑
2024-09-11 01:19:03,0,Alhamdulillah
2024-09-10 00:33:24,1,"Gak bisa buat bayar pajak online, hotline service center gak membantu"
2024-09-09 20:29:56,0,"sangat aneh, padal sudah bayar tapi tertera di lampiran blm di bayar"
2024-09-09 08:44:23,0,Mantap
2024-09-09 03:31:35,0,Terimakasih Atas apk sapawarga ini sangat membatu meper mudah urusan waraga se indonesia sekali lagi saya Terima kasih
2024-09-08 15:04:59,0,Berguna
2024-09-08 10:29:50,0,Ga bisa login dari kemarin
2024-09-07 11:40:54,0,Mantul
2024-09-07 10:22:37,0,"Sangat bermanfaat. Bila TDK ada kendala , di tambah lagi bintang nya . Mantappp .sudah saya tambah bintang nya"
2024-09-06 10:31:21,0,Masih bingung
2024-09-06 05:59:06,0,Saya mau blokir kendaraan tapi tidak dapat email verifikasi
2024-09-06 04:07:03,0,Saya sudah bayar pajak tahunan di aplikasi sapawarga apakah saya harus kesamsat lagi untuk pengambilan stnk Apakah eskkp dari aplikasi sapawarga sudah cukup dan saya tidak perlu lagi kesamsat.
2024-09-05 23:53:27,0,meringankan menudahkan
2024-09-05 04:48:08,0,Kenapa gak bisa di login ya update an yang baru aneh! Eror terus sapa warga. Apa saya aja yg eror? Yg lain nya gimana pada sama gak seperti saya kalo login eror
2024-09-04 14:35:43,0,Ok
2024-09-04 12:22:04,4,"Gara2 gagal bayar dg virtual account atau dengan kode bayar waktu habis, dan sekarang statusnya stuck gak bisa diulang atau dibatalkan Krn sistem menolak pembatalan. Gak jelas sambara gak seperti dulu, gak ada solusi, lewat WA bapenda Jabar jg gk bisa bantu sama sekali"
2024-09-04 04:50:11,0,Keren aplikasi yg sangat membantu saya dlm membayar pajak kendaraan bermotor tingkatkan terus pungsi dan kemudahannya terutama manfaatnya buat masyarakat
2024-09-03 05:49:19,0,Sangat bermanfaat dan respon cepat
2024-09-03 02:37:35,0,Lemot gila server nya
2024-09-02 17:01:32,0,"Sungguh membantu dengan ada nya aplikasi ini bayar pajak juga jadi mudah,"
2024-09-02 15:13:13,0,App sangat membantu
2024-09-02 08:17:39,0,"Saya mau tanya kalau KTP hilang ,terus kecamatan tidak mengeluarkan resi itu gimana ,apa kita GK usah bayar pajak aja y,dan saya SDH buat kehilangan dari kepolisian ,tapi tetap aja GK bisa byr pajak ,y udh gpp GK bisa byr Alhamdulillah"
2024-09-02 02:15:23,0,Sangat membantu sekali buat cari tau pajak kendaraan kita
2024-08-31 05:00:13,0,Sukses
2024-08-31 01:04:48,0,"Saya mau menanyakan saya sudah bayar lewat aplikasi ini, sudah 11 hari STNK barunya belum di kirim😔"
2024-08-30 14:56:35,0,🇮🇩🇮🇩🇮🇩🙏👌sangat membantu semoga sllu amanah dan jujur🤲🤲🤲
2024-08-30 11:04:26,0,"Pajak kendaraan sdh dibayarkan dan jatuh temponya masih tahun depan tapi, terdata belum dibayar, payah nih appsnya"
2024-08-30 07:13:53,7,"Tolong untuk pihak pengembang, untuk bagian pengecekan pajak kendaraan harap diperbaiki lagi, ketika di cek di aplikasi berapa, ketika hendak bayar berapa, jadinya rancu Seharusnya kalau sudah dekat ke bulan habis plat & stnk (satu bulan minimal) Sudah dimasukan dengan pajak akhir nya ketika hendak ganti plat Sudah berapa kali saya hendak mengisikan plat & stnk, tapi biaya yg harus dikeluarkan jadi lebih karena kurang akurat"
2024-08-30 05:45:05,0,sangat membantu
2024-08-30 03:26:52,0,Ok
2024-08-29 22:13:32,0,baru juga pake install ehh banyak error nya
2024-08-29 20:03:53,0,👍
2024-08-29 00:34:17,0,BESTTT🔥‼️
2024-08-28 13:31:48,0,Ngabantos pisan pokonamah ie aplikasina hatur nuhun sukses sellun. knggo aplikasi mudah2an masing lancar no bug bug an
2024-08-28 09:13:26,0,Niat pake apk sapawarga biar bayar pajak online ga harus ke samsat (karma lokasi jauh). Malah disuruh ke samsat buat pengesahan.
2024-08-28 04:32:48,0,Ok
2024-08-28 01:40:59,1,Emang gak ada yg bisa di harapkan dari app pemerintah kerjaannya gangguan terus pengen batalin pembayarannya aja susah banget
2024-08-27 20:14:24,0,Kedaraan Roda dua
2024-08-27 06:36:54,1,APLIKASINYA KEREN BANGETTT!! Sangat membantu pas mau cek tagihan pajak
2024-08-27 02:43:11,0,Mantap semoga apps nya selalu lancar banyak acara seruu
2024-08-26 17:21:16,0,Terima kasih Sapawarga 🎭
2024-08-26 13:54:32,0,Keren sih ini aplikasi milik pemerintah paling smooth dan minim trouble
2024-08-26 12:21:35,0,Meni rudet kudu masukeun nik KTP Sagala padahal mah email g cukup atuh babi
2024-08-26 09:27:57,0,Mantap punya aplikasi SAPAWARGA sangat membantu dan tidak ribet haturnuhun SAPAWARGA
2024-08-26 08:49:11,0,Aplikasi Pemerintah Paling Works sih
2024-08-26 07:07:15,0,Wahhh terimakasih apk sapawarga. Apk ini sangat membantu sekali 👍👍👍
2024-08-26 06:15:54,0,pas log in lama bener ga masuk2 min...
2024-08-26 05:00:18,0,"Assalamu'alaikum Mimin. Punten update deui aya sapalih desa di kecamatan Sukaresmi Kabupaten Garut teu aya desana sapalih, termasuk desa Sukaresmi. Kangge klaim Ketua RW. Benten Desa mh sanes ge Ketua RW daerah nu dimaksud. Punten min. Hatur nuhun sateuacanna."
2024-08-26 04:22:56,5,"Ini gimana . Saya sudah bayar pajak lewat qris , kenapa pembayarannya belum terverifikasi . Udah konfirmasi lewat whatsapp di hotline jabar , belum di jawab sama sekali .. hedehhh ..."
2024-08-25 03:44:09,0,🤙🏻
2024-08-25 02:16:01,0,Keren banget Jabar punya kaya gini
2024-08-24 11:43:13,0,Aplikasinya mantap banget
2024-08-24 11:43:10,0,Josss
2024-08-24 11:43:02,0,Sangat baik pokokny
2024-08-24 11:20:31,0,Mantap
2024-08-24 10:54:19,0,mantaapp
2024-08-24 10:54:12,0,Mantap jiwa
2024-08-24 10:53:32,0,Top mantap is the best
2024-08-24 10:51:59,0,Aplikasi sapawarga bagus
2024-08-24 10:49:14,0,kerennnn
2024-08-24 10:47:37,0,Bagus
2024-08-24 10:47:13,0,Mantappp🤩🫰🏻🫰🏻
2024-08-24 10:46:55,0,Sangat baguss
2024-08-24 10:46:07,0,🎉🎉🎉
2024-08-24 10:45:15,0,ok
2024-08-24 10:44:18,0,Mantullllll♡♡♡
2024-08-24 10:43:04,0,"aplikasi yang membantu warga jabar, mantap tingkatkan terus"
2024-08-24 10:42:58,0,oke
2024-08-24 10:40:11,0,Ok
2024-08-24 10:39:29,0,keren banget
2024-08-24 10:38:54,0,okey
2024-08-24 10:38:05,0,terimakasih sapawarga
2024-08-24 10:37:17,0,Membantu sekalii
2024-08-24 10:37:08,0,bagusss✊🏻
2024-08-24 10:35:31,0,Aplikasi nya membantu
2024-08-24 10:34:42,0,menyalaaa🔥🔥🔥🔥
2024-08-24 10:34:41,0,Mantap
2024-08-24 10:34:28,0,Mantaappp menyala 🔥🔥🔥
2024-08-24 10:34:25,0,Mantap🔥
2024-08-24 10:32:53,0,Sangatta baguss dan berguna
2024-08-24 10:32:39,0,Mantapppp
2024-08-24 10:32:32,0,Mantap
2024-08-24 10:30:55,0,Sangat membantu dan memudahkan
2024-08-24 10:30:32,0,Aplikasinya bagus buat informasi tentang Jabar
2024-08-24 10:30:21,0,Aplikasinya oke
2024-08-24 10:29:38,0,aplikasinya sangat membantu sekali
2024-08-24 10:28:17,0,Aplikasi terpadu untuk warga Bandung
2024-08-24 10:27:58,0,Mantap
2024-08-24 10:27:49,0,Mempermudah sobat jabar
2024-08-24 10:27:29,0,Good
2024-08-24 10:27:29,0,Apk sangat membantu
2024-08-24 10:26:52,0,Good
2024-08-24 10:26:30,0,alhamdulillah ngebantu pajak tahunan motor.
2024-08-24 10:26:11,0,Nice 👌
2024-08-24 10:25:36,0,multi fungsi
2024-08-24 10:24:39,0,Debes pokonamah
2024-08-24 10:24:37,0,Jabar juara
2024-08-24 10:24:29,0,bagusss
2024-08-24 10:24:02,0,oke
2024-08-24 10:23:47,0,Aksesnya cepat
2024-08-24 10:23:33,0,KEREEEN SAPAWARGAAAA
2024-08-24 10:22:32,0,yeahk
2024-08-24 10:22:00,0,Bagus mantappppp
2024-08-24 10:21:55,0,Sangat bermanfaat
2024-08-24 10:20:43,0,mantap jualan lotek
2024-08-24 10:18:22,0,"Aplikasi yang sangat bermanfaat, banyak fitur dan seru"
2024-08-24 10:18:17,0,Bagus
2024-08-24 10:17:54,0,sapawargaaa best best bestttt
2024-08-24 10:17:32,0,good
2024-08-24 10:17:30,0,mantap
2024-08-24 10:17:13,0,Good
2024-08-24 10:16:46,0,Keren bangeet 🥰
2024-08-24 10:16:13,0,apk nya bagus bgtt suka
2024-08-24 10:14:21,0,Keyen
2024-08-24 10:12:53,0,terbaikkk
2024-08-24 10:12:31,0,bagus
2024-08-24 10:12:28,0,Gudd
2024-08-24 10:09:26,0,Seru bangettt
2024-08-24 10:08:07,0,Beres
2024-08-24 10:06:14,0,Sapawarga aplikasi dengan berbagai macam manfaat
2024-08-24 10:05:58,0,"Kontennya bagus, tapi aku ga menang war tiket huuhuuu"
2024-08-24 10:05:56,0,Mantep
2024-08-24 10:05:33,0,Bagussss bermanfaat
2024-08-24 10:04:51,0,Semua ada di sapawargaaa buat wargi jabarr
2024-08-24 10:04:08,0,Sangat membanty
2024-08-24 10:04:02,0,Sangat membantu
2024-08-24 10:03:53,0,UHUYYYY
2024-08-24 10:03:46,0,Sangat menarik sekali
2024-08-24 10:02:40,0,Good
2024-08-24 10:02:32,0,the besttt
2024-08-24 10:02:31,0,Mantap sekali aplikasinya
2024-08-24 10:02:15,0,Mantap
2024-08-24 10:01:38,0,Apk termantulity👍👍👍
2024-08-24 10:01:27,0,Mantep
2024-08-24 10:00:57,0,Good
2024-08-24 10:00:15,0,baik
2024-08-24 09:59:42,0,keren
2024-08-24 09:58:29,0,hebat
2024-08-24 09:55:19,0,Aplikasi bagus sangat bermanfaat
2024-08-24 09:54:45,0,Aplikasi yang bagus
2024-08-24 09:53:40,0,Aplikasi sangat membantu
2024-08-24 09:53:30,0,Sangat membantu
2024-08-24 09:51:35,0,Bagus banget 😍😘❤️ Teteh pake kacamata cantik
2024-08-24 09:50:04,0,Mantap
2024-08-24 09:48:52,0,Good
2024-08-24 09:46:13,0,Aplikasi yang bagus untuk warga bandung
2024-08-24 09:45:00,0,Sangat memuaskan
2024-08-24 09:44:00,0,mantapppp
2024-08-24 09:43:24,0,Aplikasinya berjalan dengan baikkk makasihhhhh
2024-08-24 09:43:18,0,aplikasinya keren
2024-08-24 09:39:46,0,masya allah aplikasi ini bagus
2024-08-24 09:39:06,0,madep
2024-08-24 09:37:59,0,👌🏻👌🏻👌🏻
2024-08-24 09:37:05,0,Acaranya mantap dan bagus!
2024-08-24 09:36:37,0,The best
2024-08-24 09:33:58,0,Luar biasa sangat membantu banget
2024-08-24 09:33:56,0,bagus
2024-08-24 09:33:26,0,Good
2024-08-24 09:32:34,0,Konser gratis
2024-08-24 09:31:42,0,Bagus sekali
2024-08-24 09:31:34,0,Oke bagus
2024-08-24 09:30:43,0,"Mantap, sangat bermanfaat"
2024-08-24 09:28:12,0,"Baik, sangat membantu"
2024-08-24 09:23:50,0,Bagus
2024-08-24 09:23:27,0,"good aplikasinya, membantu"
2024-08-24 09:22:19,0,Aplikasi keren
2024-08-24 09:17:05,0,Ok
2024-08-24 09:16:06,0,Useful
2024-08-24 09:15:50,0,sangat memuaskan pelayanan
2024-08-24 09:10:17,0,Sangat membantu warha jabar
2024-08-24 09:08:05,0,apk nyy bisa bermanfaat buat banyak orang
2024-08-24 09:04:03,0,Mantaap
2024-08-24 09:04:02,0,Luar biasa
2024-08-24 09:03:34,0,Sangat bermanfaat
2024-08-24 09:03:01,0,Mantaps
2024-08-24 09:02:07,0,Sangat mudah dimengerti dan mempermudah banget.
2024-08-24 09:00:33,0,Nice
2024-08-24 08:59:02,0,Terbaik
2024-08-24 08:46:57,0,Nice..
2024-08-24 08:36:29,0,wah keren banget sapawarga
2024-08-24 08:35:58,0,Sapa Warga keren banget aksesibilitasnya😚
2024-08-24 08:35:12,0,bagus
2024-08-24 08:33:06,0,Mantap lancarr
2024-08-24 08:31:41,0,mantap
2024-08-24 08:29:39,0,🤏🏻
2024-08-24 08:28:30,0,Bagusss bangetttt
2024-08-24 08:26:20,0,"Bagusa, sangat membantu"
2024-08-24 08:18:18,0,Wahhh mantap sekali terimakasih sapa warga
2024-08-24 08:16:42,0,mantap
2024-08-24 08:01:13,0,Mantep pokoknya
2024-08-24 07:57:13,0,Sapawarga is the best 🥳
2024-08-24 07:53:08,0,Bagus sekali
2024-08-24 07:52:00,0,Pokoknya acara nya keren
2024-08-24 07:46:25,0,Mantap.
2024-08-24 07:44:11,0,Bagus apknya
2024-08-24 07:43:33,0,Goks
2024-08-24 07:32:11,0,Aplikasinya sangat membantu
2024-08-24 07:32:09,0,Fiturnya banyak dan memudahkan
2024-08-24 07:31:54,0,Keren
2024-08-24 07:30:02,0,keren appsnya membantu banget buat cari info
2024-08-24 07:29:23,0,Sapa warga mantap
2024-08-24 07:29:07,0,Dapawarga joss
2024-08-24 07:29:07,0,"Memudahkan bayar pajak kendaraan, baik untuk pribadi atau perusahaan"
2024-08-24 07:27:25,1,Aplikasi yang wajib untuk warga jabar biar bisa pergi kemana2 lebih gampang karena ada aplikasi
2024-08-24 07:26:44,0,sapawarga kerenn
2024-08-24 07:25:52,0,Aplikasi pelayanan di Jawa Barat yang terbaik
2024-08-24 07:14:21,0,mantap mejadikan Jabar lebih juara
2024-08-24 06:51:41,0,Sangat membantu mantap
2024-08-24 06:47:46,0,Wahhh Hebat membantu banget buat ada acara2 festival
2024-08-24 06:47:36,0,"Aplikasi nya bagus, keren dan juga modern"
2024-08-24 06:39:28,0,"aplikasinya sangat membantu,the best"
2024-08-24 06:38:55,0,Mantapp
2024-08-24 06:24:15,0,Bagus banget sangat membantu
2024-08-24 06:20:40,0,Akun bagus
2024-08-24 06:16:41,0,bagus
2024-08-24 06:15:00,0,The bestttttt
2024-08-24 06:14:04,0,bagusss sangat bermanfaat bagi masyarakat
2024-08-24 06:12:17,0,"Terbaik, the best, semoga tiap tahun ada wjf selanjutnya"
2024-08-24 06:06:51,0,Baik
2024-08-24 06:06:51,0,Bagus bangettt😍
2024-08-24 06:06:44,0,Best
2024-08-24 06:06:43,0,Digitalisasi
2024-08-24 06:06:38,0,Baik membantu sekali
2024-08-24 06:00:17,0,bantu banget warga jabar buat rau kegiatan jabar!
2024-08-24 06:00:02,0,Bagua banget sih
2024-08-24 05:59:58,0,Baguss kerenn semoga lebih baikk
2024-08-24 05:57:53,0,Sangat baik
2024-08-24 04:53:44,0,Mantapppp !!!
